Section,Item ID,Item,Previous status,Live verdict 2026-08-21,Evidence,LLM excluded?,Notes
Implementation Queue,work.rich_text,Communication: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.forms,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.forms.public,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.forms.email_receipts,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.rules,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.rules.ownership_transfer,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.rules.scheduled,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.rules.collaborator_trigger,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.rules.external_actions,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.templates,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.templates.roles,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.bundles,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.approvals,Workflows: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.milestones,Work management: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.time_tracking,Resource management: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.time_tracking.entry_editing,Resource management: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.views.list,Views: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.views.board,Views: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.views.calendar,Views: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.views.calendar.week,Views: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.views.timeline,Views: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.views.gantt,Views: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.views.files,Views: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.my_tasks,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.my_tasks.sections,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.my_tasks.focus,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.my_tasks.quick_add,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.inbox,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.inbox.message_status_filters,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.search,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.saved_searches,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.out_of_office,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.accessibility,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.mobile_pwa,Personal productivity: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.goals,Goals & reporting: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.portfolios,Goals & reporting: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.status_updates,Goals & reporting: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.status_update_templates,Goals & reporting: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.reporting_dashboards,Goals & reporting: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.workload,Resource management: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.capacity_planning,Resource management: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.budgets,Resource management: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.teams,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.guests,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.view_only,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.object_permissions,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.custom_rbac,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.admin_console,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.sso_scim,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.audit_export,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.domain_controls,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.sandboxes,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.data_export,Admin & Security: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,asana.connection,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,PASS,Composio configured + Reconnect UI,N,Feature
Implementation Queue,asana.import,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,asana.sync,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.files,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.communication,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.enterprise,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.files.google_drive,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.files.one_drive,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.files.dropbox,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.files.box,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.files.adobe,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.communication.gmail,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.communication.outlook,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.communication.slack,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.communication.teams,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.communication.zoom,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.enterprise.salesforce,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.enterprise.jira,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.enterprise.power_bi,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.integrations.enterprise.servicenow,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.api_webhooks,Integrations: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.smart_chat,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.smart_summaries,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.smart_status,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.smart_fields,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.smart_editor,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.smart_goals,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.smart_projects,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.smart_rules,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.risk_reports,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.studio,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.teammates,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.teammate_skills,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.teammate_memory,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.dash,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.ai.connectors,AI: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,creative.asset_return,Creative: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,SKIP_LLM,/creative live; LLM image deferred,Y,Feature
Implementation Queue,creative.brand_guardrails,Creative: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,SKIP_LLM,/creative live; LLM image deferred,Y,Feature
Implementation Queue,work.task.supervisor,Work: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.task.propagation,Work: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,work.task.notification_fanout,Work: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,PASS,/notifications + os_notification shipped,N,Feature
Implementation Queue,marketing.meta_ads,Marketing: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,marketing.google_ads,Marketing: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,M5-GATE-001,Milestone gate: Close every failed/open row in this milestone and record the accepted evidence links.,⬜ TODO,BLOCKED,Owner/payment/sign-off action,N,Acceptance demo
Implementation Queue,M5-SYS-01,Complete system: Prove live Xero post/read-back with an approved test invoice.,⬜ TODO,PARTIAL,xero mock; write disabled,N,System
Implementation Queue,M5-SYS-02,"Complete system: Reconcile one real client's Xero, Work and People inputs to the dirham.",⬜ TODO,PARTIAL,xero mock; write disabled,N,System
Implementation Queue,M5-SYS-03,Complete system: Run a controlled payroll test with negative self-approval evidence.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,System
Implementation Queue,M5-SYS-04,Complete system: Reconcile an approved close period and attach exception evidence.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,System
Implementation Queue,M5-TOOL-001,"External boundary: Complete live credentials, contract, failure, retry, reconciliation, revocation and observability proof.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Tool / integration
Implementation Queue,M5-TOOL-002,"External boundary: Complete live credentials, contract, failure, retry, reconciliation, revocation and observability proof.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Tool / integration
Implementation Queue,M5-TOOL-003,"External boundary: Complete live credentials, contract, failure, retry, reconciliation, revocation and observability proof.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Tool / integration
Implementation Queue,M5-ROUTE-001,"Frontend / routing: Execute every visible mutation/control with success, denial, validation, retry and audit evidence.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Live route
Implementation Queue,M5-ROUTE-002,"Frontend / routing: Execute every visible mutation/control with success, denial, validation, retry and audit evidence.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Live route
Implementation Queue,M5-ROUTE-003,"Frontend / routing: Execute every visible mutation/control with success, denial, validation, retry and audit evidence.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Live route
Implementation Queue,M5-ROUTE-004,"Frontend / routing: Execute every visible mutation/control with success, denial, validation, retry and audit evidence.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Live route
Implementation Queue,M5-ROUTE-005,"Frontend / routing: Execute every visible mutation/control with success, denial, validation, retry and audit evidence.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Live route
Implementation Queue,M5-API-001,"Backend contract: Run authenticated happy-path, denial, validation, duplicate, timeout, retry and audit tests against the deployed commit.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,API / event
Implementation Queue,PLAN-M5-001,"Client invoicing & billing: Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,90-Day task
Implementation Queue,PLAN-M5-002,"Client invoicing & billing: Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,90-Day task
Implementation Queue,PLAN-M5-003,"Per-client margin (CS ↔ Finance link): Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,90-Day task
Implementation Queue,PLAN-M5-004,"Per-client margin (CS ↔ Finance link): Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,90-Day task
Implementation Queue,PLAN-M5-005,"Per-client margin (CS ↔ Finance link): Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,90-Day task
Implementation Queue,PLAN-M5-006,"Payroll boundary (separation of duties): Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,90-Day task
Implementation Queue,PLAN-M5-007,"Payroll boundary (separation of duties): Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,90-Day task
Implementation Queue,PLAN-M5-008,"VAT close: Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,90-Day task
Implementation Queue,PLAN-M5-009,"Testing: Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,90-Day task
Implementation Queue,PLAN-M5-010,"Acceptance demo (M5): Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,BLOCKED,Owner/payment/sign-off action,N,90-Day task
Implementation Queue,PLAN-M5-011,Acceptance demo (M5): Pass the complete milestone demo on real approved accounts/data and obtain written acceptance.,⬜ TODO,BLOCKED,Owner/payment/sign-off action,N,90-Day task
Implementation Queue,E2-S8,"Finance & Profitability: Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Original story
Implementation Queue,E2-S9,"Finance & Profitability: Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Original story
Implementation Queue,E2-S10,"Finance & Profitability: Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Original story
Implementation Queue,E2-S11,"Finance & Profitability: Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Original story
Implementation Queue,E2-S12,"Finance & Profitability: Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Original story
Implementation Queue,E2-S13,"Finance & Profitability: Replace mock/stub dependencies, reconcile real data, run role-based live browser acceptance, and obtain milestone acceptance.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Original story
Implementation Queue,finance.workspace,Finance: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,people.core_hr,People: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,people.leave_attendance,People: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,people.talent,People: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,people.payroll,People: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,people.shifts_timesheets,People: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,people.workplace,People: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,people.benefits,People: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,people.digital_cards,People: Attach route/control/API/data/live evidence or hide the feature from the accepted production surface.,⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,Feature
Implementation Queue,M6-GATE-001,Milestone gate: Close every failed/open row in this milestone and record the accepted evidence links.,⬜ TODO,BLOCKED,Owner/payment/sign-off action,N,Acceptance demo
Implementation Queue,M6-SYS-01,"Complete system: Run every seam once, repeat duplicates, and capture source/target/audit/retry evidence.",⬜ TODO,TODO_REMAINS,Still open in Implementation Queue; no live auto-proof this run,N,System
